node,parent,count
root,,
BARKSDALE AIR FORCE BASE ARPT,root,
NEW ORLEANS INTL,root,
WASHINGTON DULLES INTL ARPT,root,
RONALD REAGAN WASHINGTON NATL,root,
CHARLESTON AFB/INTL ARPT,root,
LAMBERT-ST LOUIS INTL,root,
LAGUARDIA NY,root,
CHARLOTTE/DOUGLAS INTL ARPT,root,
LOS ANGELES INTL,root,
CHICAGO O'HARE INTL ARPT,root,
PORTLAND INTL (OR),root,
FORT LAUDERDALE/HOLLYWOOD INTL,root,
HOUSTON-HOBBY,root,
SAN ANTONIO INTL,root,
SACRAMENTO INTL,root,
WILL ROGERS WORLD ARPT,root,
ATLANTA INTL,root,
INDIANAPOLIS INTL,root,
DALLAS/FORT WORTH INTL ARPT,root,
KANSAS CITY INTL,root,
MINETA SAN JOSE INTL,root,
METRO OAKLAND INTL,root,
NASHVILLE INTL,root,
MINNEAPOLIS-ST PAUL INTL,root,
SALT LAKE CITY INTL,root,
HONOLULU INTL ARPT,root,
AUSTIN-BERGSTROM INTL,root,
SAN FRANCISCO INTL ARPT,root,
CLEVELAND-HOPKINS INTL ARPT,root,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,root,
LOUISVILLE INTL ARPT,root,
GREATER PITTSBURGH,root,
BALTIMORE WASH INTL,root,
LOGAN INTL,root,
ORLANDO INTL,root,
PORT COLUMBUS INTL,root,
EPPLEY AIRFIELD,root,
ATLANTIC CITY INTL,root,
GEORGE BUSH INTERCONTINENTAL,root,
SEATTLE-TACOMA INTL,root,
MEMPHIS INTL,root,
LIHUE ARPT,root,
NEWARK LIBERTY INTL ARPT,root,
PHILADELPHIA INTL,root,
JOHN F KENNEDY INTL,root,
PHOENIX SKY HARBOR,root,
TETERBORO AIRPORT,root,
DETROIT METRO WAYNE COUNTY ARPT,root,
CHICAGO MIDWAY INTL ARPT,root,
DENVER INTL AIRPORT,root,
A-319,ATLANTA INTL,1
A-320,ATLANTA INTL,3
ATR-72,ATLANTA INTL,1
B-717-200,ATLANTA INTL,3
B-727,ATLANTA INTL,19
B-727-100,ATLANTA INTL,3
B-727-200,ATLANTA INTL,16
B-737,ATLANTA INTL,7
B-737-200,ATLANTA INTL,6
B-737-300,ATLANTA INTL,5
B-737-500,ATLANTA INTL,2
B-757-200,ATLANTA INTL,21
B-767,ATLANTA INTL,5
B-767-200,ATLANTA INTL,1
B-767-300,ATLANTA INTL,17
B-767-400,ATLANTA INTL,2
BA-31 JETSTR,ATLANTA INTL,1
C-130H,ATLANTA INTL,1
CL-RJ100/200,ATLANTA INTL,2
DC-10,ATLANTA INTL,1
DC-8-61,ATLANTA INTL,3
DC-8-63,ATLANTA INTL,3
DC-8-70,ATLANTA INTL,1
DC-9,ATLANTA INTL,5
DC-9-30,ATLANTA INTL,10
EMB-120,ATLANTA INTL,10
FOKKER F100,ATLANTA INTL,5
HUGHES 500,ATLANTA INTL,1
L-1011,ATLANTA INTL,5
LEARJET-25,ATLANTA INTL,1
MD-80,ATLANTA INTL,11
MD-82,ATLANTA INTL,2
MD-83,ATLANTA INTL,2
MD-88,ATLANTA INTL,34
MU2,ATLANTA INTL,1
ATR-42,ATLANTIC CITY INTL,1
B-727,ATLANTIC CITY INTL,3
B-737,ATLANTIC CITY INTL,2
B-737-200,ATLANTIC CITY INTL,3
BE-100 KING,ATLANTIC CITY INTL,2
BE-1900,ATLANTIC CITY INTL,2
BELL-212,ATLANTIC CITY INTL,1
C-130,ATLANTIC CITY INTL,1
C-130E,ATLANTIC CITY INTL,4
C-130H,ATLANTIC CITY INTL,4
C-135,ATLANTIC CITY INTL,1
C-137C,ATLANTIC CITY INTL,1
C-141,ATLANTIC CITY INTL,2
C-21A,ATLANTIC CITY INTL,1
CASA C-212,ATLANTIC CITY INTL,1
CV-580,ATLANTIC CITY INTL,2
DC-9,ATLANTIC CITY INTL,4
DC-9-30,ATLANTIC CITY INTL,5
DC-9-40,ATLANTIC CITY INTL,1
EC-130E,ATLANTIC CITY INTL,1
EMB-120,ATLANTIC CITY INTL,3
F-16,ATLANTIC CITY INTL,6
F-16A,ATLANTIC CITY INTL,1
F-16C,ATLANTIC CITY INTL,5
FOKKER F100,ATLANTIC CITY INTL,2
GULFAERO III,ATLANTIC CITY INTL,1
HAWKER-SDLY HS125,ATLANTIC CITY INTL,1
KC-10A,ATLANTIC CITY INTL,11
KC-135E,ATLANTIC CITY INTL,1
LEARJET-25,ATLANTIC CITY INTL,1
LEARJET-35,ATLANTIC CITY INTL,2
LEARJET-55,ATLANTIC CITY INTL,1
LOCKHEED 1329,ATLANTIC CITY INTL,1
PA-28,ATLANTIC CITY INTL,2
PA-31 NAVAJO,ATLANTIC CITY INTL,1
SA227 AC METRO III,ATLANTIC CITY INTL,1
SAAB-340,ATLANTIC CITY INTL,1
SHORTS 360,ATLANTIC CITY INTL,3
B-717-200,AUSTIN-BERGSTROM INTL,2
B-727,AUSTIN-BERGSTROM INTL,6
B-727-100,AUSTIN-BERGSTROM INTL,1
B-727-200,AUSTIN-BERGSTROM INTL,8
B-737,AUSTIN-BERGSTROM INTL,8
B-737-200,AUSTIN-BERGSTROM INTL,16
B-737-300,AUSTIN-BERGSTROM INTL,19
B-737-400,AUSTIN-BERGSTROM INTL,1
B-737-500,AUSTIN-BERGSTROM INTL,7
B-757-200,AUSTIN-BERGSTROM INTL,3
BE-200 KING,AUSTIN-BERGSTROM INTL,1
BE-58  BARON,AUSTIN-BERGSTROM INTL,1
C-402,AUSTIN-BERGSTROM INTL,1
C-425,AUSTIN-BERGSTROM INTL,1
CL-RJ100/200,AUSTIN-BERGSTROM INTL,1
DC-10-10,AUSTIN-BERGSTROM INTL,2
DC-10-30,AUSTIN-BERGSTROM INTL,1
DC-8,AUSTIN-BERGSTROM INTL,1
DC-8-61,AUSTIN-BERGSTROM INTL,1
DC-8-62,AUSTIN-BERGSTROM INTL,1
DC-8-63,AUSTIN-BERGSTROM INTL,1
DC-9,AUSTIN-BERGSTROM INTL,1
DC-9-30,AUSTIN-BERGSTROM INTL,1
DC-9-40,AUSTIN-BERGSTROM INTL,2
FOKKER F100,AUSTIN-BERGSTROM INTL,12
MD-80,AUSTIN-BERGSTROM INTL,21
MD-82,AUSTIN-BERGSTROM INTL,14
MD-83,AUSTIN-BERGSTROM INTL,2
MD-88,AUSTIN-BERGSTROM INTL,7
MD-90-30,AUSTIN-BERGSTROM INTL,1
A-319,BALTIMORE WASH INTL,1
A-320,BALTIMORE WASH INTL,7
AEROS SA365,BALTIMORE WASH INTL,1
ATR-42,BALTIMORE WASH INTL,2
B-717-200,BALTIMORE WASH INTL,1
B-727,BALTIMORE WASH INTL,8
B-727-100,BALTIMORE WASH INTL,3
B-727-200,BALTIMORE WASH INTL,6
B-737,BALTIMORE WASH INTL,11
B-737-200,BALTIMORE WASH INTL,26
B-737-300,BALTIMORE WASH INTL,40
B-737-400,BALTIMORE WASH INTL,4
B-737-500,BALTIMORE WASH INTL,4
B-737-700,BALTIMORE WASH INTL,16
B-737-800,BALTIMORE WASH INTL,1
B-757-200,BALTIMORE WASH INTL,14
B-767,BALTIMORE WASH INTL,1
BA-31 JETSTR,BALTIMORE WASH INTL,3
BA-41 JETSTR,BALTIMORE WASH INTL,2
BE-200 KING,BALTIMORE WASH INTL,1
BE-90  KING,BALTIMORE WASH INTL,1
BELLANCA 260,BALTIMORE WASH INTL,1
C-152,BALTIMORE WASH INTL,1
C-208,BALTIMORE WASH INTL,1
C-210 CENTUR,BALTIMORE WASH INTL,1
C-421,BALTIMORE WASH INTL,1
CL-RJ100/200,BALTIMORE WASH INTL,1
DC-10-10,BALTIMORE WASH INTL,1
DC-9,BALTIMORE WASH INTL,4
DC-9-30,BALTIMORE WASH INTL,3
DHC8 DASH 8,BALTIMORE WASH INTL,10
EMB-135,BALTIMORE WASH INTL,1
FOKKER F100,BALTIMORE WASH INTL,3
FOKKER F28 MK 1000,BALTIMORE WASH INTL,4
FOKKER F28 MK 4000,BALTIMORE WASH INTL,3
MD-80,BALTIMORE WASH INTL,4
MD-82,BALTIMORE WASH INTL,2
MD-83,BALTIMORE WASH INTL,1
MD-88,BALTIMORE WASH INTL,1
PA-32,BALTIMORE WASH INTL,1
SAAB-340,BALTIMORE WASH INTL,3
SHORTS 360,BALTIMORE WASH INTL,1
A-10A,BARKSDALE AIR FORCE BASE ARPT,20
B-1B,BARKSDALE AIR FORCE BASE ARPT,1
B-52,BARKSDALE AIR FORCE BASE ARPT,7
B-52G,BARKSDALE AIR FORCE BASE ARPT,22
B-52H,BARKSDALE AIR FORCE BASE ARPT,127
C-130E,BARKSDALE AIR FORCE BASE ARPT,1
E-4B,BARKSDALE AIR FORCE BASE ARPT,1
F-15C,BARKSDALE AIR FORCE BASE ARPT,1
KC-10A,BARKSDALE AIR FORCE BASE ARPT,197
KC-135,BARKSDALE AIR FORCE BASE ARPT,36
KC-135R,BARKSDALE AIR FORCE BASE ARPT,3
MC-130P,BARKSDALE AIR FORCE BASE ARPT,1
SA226 TC,BARKSDALE AIR FORCE BASE ARPT,1
T-1A,BARKSDALE AIR FORCE BASE ARPT,7
T-37B,BARKSDALE AIR FORCE BASE ARPT,3
T-38A,BARKSDALE AIR FORCE BASE ARPT,4
T-43A,BARKSDALE AIR FORCE BASE ARPT,1
TC-18F,BARKSDALE AIR FORCE BASE ARPT,2
A-319,CHARLESTON AFB/INTL ARPT,2
B-727,CHARLESTON AFB/INTL ARPT,2
B-737,CHARLESTON AFB/INTL ARPT,1
B-737-200,CHARLESTON AFB/INTL ARPT,2
B-737-300,CHARLESTON AFB/INTL ARPT,4
B-737-400,CHARLESTON AFB/INTL ARPT,6
B-757-200,CHARLESTON AFB/INTL ARPT,1
BE-1900,CHARLESTON AFB/INTL ARPT,1
BE-200 KING,CHARLESTON AFB/INTL ARPT,1
BE-90  KING,CHARLESTON AFB/INTL ARPT,1
C-130H,CHARLESTON AFB/INTL ARPT,1
C-141,CHARLESTON AFB/INTL ARPT,17
C-141B,CHARLESTON AFB/INTL ARPT,63
C-17A,CHARLESTON AFB/INTL ARPT,109
C-21A,CHARLESTON AFB/INTL ARPT,2
C-5,CHARLESTON AFB/INTL ARPT,1
C-650,CHARLESTON AFB/INTL ARPT,1
C-9,CHARLESTON AFB/INTL ARPT,1
CITATION II,CHARLESTON AFB/INTL ARPT,2
CL-RJ100/200,CHARLESTON AFB/INTL ARPT,1
DC-9,CHARLESTON AFB/INTL ARPT,1
DC-9-30,CHARLESTON AFB/INTL ARPT,1
DORNIER 328,CHARLESTON AFB/INTL ARPT,2
E-4B,CHARLESTON AFB/INTL ARPT,1
EC-135E,CHARLESTON AFB/INTL ARPT,1
EMB-145,CHARLESTON AFB/INTL ARPT,1
F-16,CHARLESTON AFB/INTL ARPT,1
KC-10A,CHARLESTON AFB/INTL ARPT,4
KC-135R,CHARLESTON AFB/INTL ARPT,1
MD-80,CHARLESTON AFB/INTL ARPT,3
MD-82,CHARLESTON AFB/INTL ARPT,1
MD-88,CHARLESTON AFB/INTL ARPT,4
OA-10A,CHARLESTON AFB/INTL ARPT,1
PA-28,CHARLESTON AFB/INTL ARPT,1
A-319,CHARLOTTE/DOUGLAS INTL ARPT,10
A-320,CHARLOTTE/DOUGLAS INTL ARPT,5
ATR-72,CHARLOTTE/DOUGLAS INTL ARPT,2
B-727,CHARLOTTE/DOUGLAS INTL ARPT,6
B-727-200,CHARLOTTE/DOUGLAS INTL ARPT,1
B-737,CHARLOTTE/DOUGLAS INTL ARPT,3
B-737-200,CHARLOTTE/DOUGLAS INTL ARPT,16
B-737-300,CHARLOTTE/DOUGLAS INTL ARPT,42
B-737-400,CHARLOTTE/DOUGLAS INTL ARPT,34
B-757-200,CHARLOTTE/DOUGLAS INTL ARPT,6
B-767-200,CHARLOTTE/DOUGLAS INTL ARPT,1
BA-31 JETSTR,CHARLOTTE/DOUGLAS INTL ARPT,3
BE-200 KING,CHARLOTTE/DOUGLAS INTL ARPT,1
BE-58  BARON,CHARLOTTE/DOUGLAS INTL ARPT,2
C-130H,CHARLOTTE/DOUGLAS INTL ARPT,2
C-172,CHARLOTTE/DOUGLAS INTL ARPT,1
C-208,CHARLOTTE/DOUGLAS INTL ARPT,1
C-560,CHARLOTTE/DOUGLAS INTL ARPT,2
C-650,CHARLOTTE/DOUGLAS INTL ARPT,2
CITATIONJET,CHARLOTTE/DOUGLAS INTL ARPT,1
CL-RJ100/200,CHARLOTTE/DOUGLAS INTL ARPT,2
DC-9,CHARLOTTE/DOUGLAS INTL ARPT,12
DC-9-10,CHARLOTTE/DOUGLAS INTL ARPT,1
DC-9-30,CHARLOTTE/DOUGLAS INTL ARPT,17
DC-9-50,CHARLOTTE/DOUGLAS INTL ARPT,1
DHC8 DASH 8,CHARLOTTE/DOUGLAS INTL ARPT,9
EMB-120,CHARLOTTE/DOUGLAS INTL ARPT,2
EMB-145,CHARLOTTE/DOUGLAS INTL ARPT,4
FOKKER F100,CHARLOTTE/DOUGLAS INTL ARPT,36
FOKKER F28 MK 1000,CHARLOTTE/DOUGLAS INTL ARPT,7
FOKKER F28 MK 4000,CHARLOTTE/DOUGLAS INTL ARPT,7
GULFAERO III,CHARLOTTE/DOUGLAS INTL ARPT,1
HAWKER-SDLY HS125,CHARLOTTE/DOUGLAS INTL ARPT,1
LEARJET-35,CHARLOTTE/DOUGLAS INTL ARPT,1
MD-80,CHARLOTTE/DOUGLAS INTL ARPT,15
MD-82,CHARLOTTE/DOUGLAS INTL ARPT,4
MD-88,CHARLOTTE/DOUGLAS INTL ARPT,1
MU-300,CHARLOTTE/DOUGLAS INTL ARPT,1
MU2,CHARLOTTE/DOUGLAS INTL ARPT,1
PA-28,CHARLOTTE/DOUGLAS INTL ARPT,2
PA-32,CHARLOTTE/DOUGLAS INTL ARPT,1
PA-34 SENECA,CHARLOTTE/DOUGLAS INTL ARPT,1
SA226 TC,CHARLOTTE/DOUGLAS INTL ARPT,1
A-320,CHICAGO MIDWAY INTL ARPT,1
B-717-200,CHICAGO MIDWAY INTL ARPT,1
B-727-200,CHICAGO MIDWAY INTL ARPT,1
B-737,CHICAGO MIDWAY INTL ARPT,8
B-737-200,CHICAGO MIDWAY INTL ARPT,19
B-737-300,CHICAGO MIDWAY INTL ARPT,22
B-737-500,CHICAGO MIDWAY INTL ARPT,6
B-737-700,CHICAGO MIDWAY INTL ARPT,3
BA-31 JETSTR,CHICAGO MIDWAY INTL ARPT,3
C-172,CHICAGO MIDWAY INTL ARPT,1
C-560,CHICAGO MIDWAY INTL ARPT,2
C-650,CHICAGO MIDWAY INTL ARPT,1
DC-9,CHICAGO MIDWAY INTL ARPT,2
DC-9-30,CHICAGO MIDWAY INTL ARPT,2
FOKKER F100,CHICAGO MIDWAY INTL ARPT,1
LEARJET-31,CHICAGO MIDWAY INTL ARPT,1
SAAB-340,CHICAGO MIDWAY INTL ARPT,1
A-300,CHICAGO O'HARE INTL ARPT,3
A-310,CHICAGO O'HARE INTL ARPT,1
A-319,CHICAGO O'HARE INTL ARPT,1
A-320,CHICAGO O'HARE INTL ARPT,7
ATR-42,CHICAGO O'HARE INTL ARPT,4
ATR-72,CHICAGO O'HARE INTL ARPT,3
B-727,CHICAGO O'HARE INTL ARPT,31
B-727-100,CHICAGO O'HARE INTL ARPT,3
B-727-200,CHICAGO O'HARE INTL ARPT,25
B-737,CHICAGO O'HARE INTL ARPT,24
B-737-200,CHICAGO O'HARE INTL ARPT,9
B-737-300,CHICAGO O'HARE INTL ARPT,9
B-737-500,CHICAGO O'HARE INTL ARPT,2
B-737-800,CHICAGO O'HARE INTL ARPT,6
B-747-1/200,CHICAGO O'HARE INTL ARPT,1
B-747-400,CHICAGO O'HARE INTL ARPT,1
B-757-200,CHICAGO O'HARE INTL ARPT,25
B-767,CHICAGO O'HARE INTL ARPT,3
B-767-200,CHICAGO O'HARE INTL ARPT,6
B-767-300,CHICAGO O'HARE INTL ARPT,8
BA-146,CHICAGO O'HARE INTL ARPT,3
BA-ATP,CHICAGO O'HARE INTL ARPT,4
BE-1900,CHICAGO O'HARE INTL ARPT,4
C-130,CHICAGO O'HARE INTL ARPT,1
C-130H,CHICAGO O'HARE INTL ARPT,8
C-560,CHICAGO O'HARE INTL ARPT,2
CITATION II,CHICAGO O'HARE INTL ARPT,1
CL-RJ100/200,CHICAGO O'HARE INTL ARPT,4
DC-10,CHICAGO O'HARE INTL ARPT,5
DC-10-10,CHICAGO O'HARE INTL ARPT,8
DC-10-30,CHICAGO O'HARE INTL ARPT,1
DC-8-61,CHICAGO O'HARE INTL ARPT,1
DC-8-63,CHICAGO O'HARE INTL ARPT,1
DC-9,CHICAGO O'HARE INTL ARPT,7
DC-9-30,CHICAGO O'HARE INTL ARPT,1
DORNIER 328,CHICAGO O'HARE INTL ARPT,1
EMB-120,CHICAGO O'HARE INTL ARPT,4
EMB-135,CHICAGO O'HARE INTL ARPT,1
EMB-145,CHICAGO O'HARE INTL ARPT,8
FOKKER F100,CHICAGO O'HARE INTL ARPT,64
FOKKER F28 MK 1000,CHICAGO O'HARE INTL ARPT,3
HAWKER 800,CHICAGO O'HARE INTL ARPT,1
KC-135E,CHICAGO O'HARE INTL ARPT,1
KC-135R,CHICAGO O'HARE INTL ARPT,1
MD-11,CHICAGO O'HARE INTL ARPT,1
MD-80,CHICAGO O'HARE INTL ARPT,64
MD-82,CHICAGO O'HARE INTL ARPT,35
MD-83,CHICAGO O'HARE INTL ARPT,16
MD-88,CHICAGO O'HARE INTL ARPT,2
SAAB-340,CHICAGO O'HARE INTL ARPT,4
SHORTS 360,CHICAGO O'HARE INTL ARPT,1
A-300,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
A-310,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
ATR-42,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
B-727,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,24
B-727-100,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
B-727-200,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,16
B-737,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,10
B-737-200,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,11
B-737-300,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,2
B-737-400,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
B-737-500,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
B-737-800,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,3
B-757-200,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,16
B-767,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,8
B-767-300,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,2
BA-146,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
BE-1900,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
C-414,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
CL-600,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
CL-RJ100/200,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,58
DC-8,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,2
DC-8-70,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,2
DC-9,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,3
DC-9-10,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
DC-9-30,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,5
DORNIER 328,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,5
EMB-120,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,18
EMB-135,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
EMB-145,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,2
FOKKER F100,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,6
FOKKER F28 MK 1000,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
FOKKER F28 MK 4000,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
HAWKER 800,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
L-1011,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,3
L-1011-500,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
LEARJET-25,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
LOCKHEED 1329,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
MD-11,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,2
MD-80,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,4
MD-88,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,27
MERLIN III,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
PA-31 NAVAJO,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,1
SAAB-340,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,14
A-300,CLEVELAND-HOPKINS INTL ARPT,1
ATR-42,CLEVELAND-HOPKINS INTL ARPT,1
B-727,CLEVELAND-HOPKINS INTL ARPT,1
B-727-100,CLEVELAND-HOPKINS INTL ARPT,2
B-727-200,CLEVELAND-HOPKINS INTL ARPT,2
B-737,CLEVELAND-HOPKINS INTL ARPT,5
B-737-200,CLEVELAND-HOPKINS INTL ARPT,4
B-737-300,CLEVELAND-HOPKINS INTL ARPT,17
B-737-500,CLEVELAND-HOPKINS INTL ARPT,2
B-737-800,CLEVELAND-HOPKINS INTL ARPT,1
BA-31 JETSTR,CLEVELAND-HOPKINS INTL ARPT,1
BE-1900,CLEVELAND-HOPKINS INTL ARPT,11
CL-RJ100/200,CLEVELAND-HOPKINS INTL ARPT,1
DC-9,CLEVELAND-HOPKINS INTL ARPT,3
DC-9-10,CLEVELAND-HOPKINS INTL ARPT,1
DC-9-30,CLEVELAND-HOPKINS INTL ARPT,1
DHC8 DASH 8,CLEVELAND-HOPKINS INTL ARPT,2
EMB-110,CLEVELAND-HOPKINS INTL ARPT,1
EMB-120,CLEVELAND-HOPKINS INTL ARPT,7
